document_id,text,cluster,cluster_label,cluster_rq
doc_0205,"ExxonMobil is committed to providing affordable energy to support human progress, while advancing effective solutions to address the risks of climate change.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0205,"ExxonMobil actively promotes respect for human rights, and we comply with all applicable laws and regulations.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0205,The success and sustainability of our business depend on how well we manage socioeconomic effects and address the interests of the communities where we work.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0205,"Proactively identifying, avoiding and managing potential impacts, while also enhancing community benefits, is integral to completing projects successfully and developing long-term positive relationships.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0205,Accurate information regarding ExxonMobil’s policies and activities can be found on our website www.exxonmobil.com .,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0206,"we have engaged extensively with RAID, including through concluding a memorandum of understanding and arranging in-depth site visits and meetings with the entire management team of the relevant operations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0206,"KCC and MUMI are currently drafting a Memorandum of Understanding with the Mine Police, which will address material and financial assistance, as well as stipulate expected standards of conduct.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0206,"Requirement to respect and comply with the Voluntary Principles and the UN Declaration on Human Rights is stated in engagement contracts, and a monitoring system is in place.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0206,"In recognition of this constraint, we are establishing contacts with MONUSCO, a specialist UN agency based in the DRC who has been granted a mandate by the Government to train public security agencies in the country, to develop and implement a reliable, transparent and internationally reputable training programme for public security personnel.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0206,Dedicated community liaison officers engage with all communities impacted by our activities on a daily basis to address concerns and provide updates on relevant operational developments.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0206,Grievance mechanisms are in place to enable community members to register complaints.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0206,"All internal security personnel go through an induction programme at the beginning of their employment that includes training on company policies, procedures and expectations, including protocols addressing human rights, such as the Voluntary Principles and the International Code of Conduct for Security Providers.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0206,"During the next contract review, both companies will address alignment with the International Code of Conduct for Private Security Providers.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0206,"In 2013, 900 meetings were held with the local community representatives to address complaints and requests.",12,Community engagement & grievances,"[3, 4, 5]"
doc_0206,"While under investigation, the contractors and employees were suspended; this is a standard administrative procedure and does not imply any responsibility or guilt.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0206,"State-managed water supply: investments in water supply infrastructure are decided and managed through the Kolwezi committee for water supply. This committee is chaired by the mayor and involves several partners, including GCM, REGIDESO, SNEL and KCC.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0206,"We have made an offer to ICCN to meet with us; to date, we have not received a response from ICCN.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0207,"We have a 'hands on' approach to sustainability and the joint work that Inditex maintains with the international trade union IndustriALL, by means of the Global Framework Agreement signed in 2007, is a crucial part of this.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,"This agreement protects the interests of all workers involved directly or indirectly in the set of activities developed by Inditex, establishing better standards in matters of trade union rights, health, safety and environmental practices, among others.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,"Since 2012, Inditex has carried out more than 2,800 audits to the Brazilian companies that manufacture its products, supported by the most demanding international procedures based on our Framework Agreement with the Global Federation of Unions (IndustriALL, which represents 50 million workers in 144 Countries) and performed by prestigious international and independent agencies as Intertek, SGS and Apcer.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,"Not only did the company increase the number of audits, it also strengthened its monitoring mechanisms, in cooperation with the Brazilian Textile, Garment, Leather and Footwear Workers’ Federation.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,Inditex undertook efforts to stimulate suppliers’ compliance with the Inditex code of conduct by creating a good practices manual for suppliers; by adopting a social compliance certification scheme; and by implementing pilot projects at suppliers in cooperation with UNIETHOS.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,"All the labels of garments made in the country have a QR code to allow full access to information about the manufacturing details of each and every garment, including social and working conditions across the production line.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,"Zara Brasil’s complaints hotline was significantly strengthened when the company outsourced the operation of the service to the Center for Human Rights and Immigrant Citizenship (CDHIC), thereby providing an avenue for “legal and social referrals of accounts by immigrants of any nationality who want[ed] to report cases of discrimination and/or working conditions analogous to slavery”.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0207,"He notes that ""a number of joint missions that have been carried out by IndustriALL affiliates and Inditex representatives to make improvements in Brazilian factories"", and adds that ""Inditex has developed robust systems to prevent, control and remediate potential breaches of the GFA and the company's Code of Conduct [...] Their main objective is to protect and strengthen workers' rights while training the management and workers to achieve a common understanding"".",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,"It is important to highlight that, in any case, during all of that time, the Labour ministry did not once notify Zara Brasil of any irregularities.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0207,"Then, most of the alleged violations were minor administrative infringements such as adequate seating in staff rooms, that took place two or three years ago (they were recovered in 2015 from files from between 2012 and 2014) and many of which have been identified through Inditex' own audits and consequently resolved.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0207,"As a result, this could have prevented steps from being taken to correct issues, should they not have been picked up by our own audits.",21,Independent remedies and prevention,"[2, 3, 4, 5, 6]"
doc_0207,"From Inditex’ perspective, this is one of the many cases of the never-ending task to guarantee the sustainability in the supply chain, always looking at the medium and long term period.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,"Forced labour and other human rights abuses have no place in our supply chain. We are committed to eliminating them in the seafood supply chain in Thailand, working alongside others.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,Our mandatory Nestlé Supplier Code and Responsible Sourcing Guideline (RSG) on Fish and Seafood require all of our suppliers to respect human rights and to comply with all applicable labour laws.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,"Using the recommendations provided, we published an action plan in late 2015 for preventing unacceptable practices.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,We also made Verité’s key findings publically available to help wider efforts to stop abuses from taking place.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,"We have made significant progress in implementing our action plan, alongside Vérité, suppliers and in partnership with the Government of Thailand.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,"This includes establishing traceability for 99% of our seafood supplied from Thailand, a vital step towards verifying employment, living and working conditions on the vessels used in our supply chain.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,"Progress has also been made in providing training for boat workers, establishing a grievance mechanism for reporting abuses and in funding a demonstration boat for training and sharing best practice among boat owners, captains and workers.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,We will continue to provide updates on both our achievements and the challenges in implementing our plan.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,Nestlé is participating in an International Labour Organisation (ILO) Working Group to identify further ways of improving general labour conditions in Thailand’s seafood industry.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,"we have recently joined the Shrimp Sustainable Supply Chain Task Force (SSSCTF), an international industry alliance including retailers, manufacturers, governments and NGOs. It is tasked with ensuring Thailand’s seafood supply chain is free from illegal and forced labour through accountability, verification and transparency.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,We recognise that the elimination of child labour is a shared responsibility and that we are not able to address its root causes alone.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0208,Nestlé India decided to stop selling Maggi noodles in the country. This withdrawal was also carried out to comply with the recall order made by the Food Safety and Standards Authority of India (FSSAI).,16,Regulatory recall compliance,"[2, 3, 6]"
doc_0209,"The Company halted operations at the Plant, of its own volition, despite having all licenses and permissions to operate the Plant, at that time.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0209,"In spite of halting operations, the Plant continued to distribute drinking water to surrounding villages for more than 4 years after it discontinued operations.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0209,"The plant distributed approximately 60,000 liters of purified drinking water free of cost every day through dedicated tankers to villages within the Perumatty Panchayat, despite there being no obligation to do so.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0209,"Several independent scientific studies have been carried out over the last decade, have substantiated that there were no truths in the allegations made against the Plant operations at Kerala.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0209,The studies include those that were conducted by regulatory bodies of the Govt of Kerala itself.,10,Mitigation and No-Impact Claims,"[2, 3, 4, 5, 6]"
doc_0209,"As regards the claims of compensation, a Committee set up by the Kerala Government did issue a report alleging our plant had violated environmental laws.",10,Mitigation and No-Impact Claims,"[2, 3, 4, 5, 6]"
doc_0209,The Committee invited claims of compensation that added up to $35 million.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0209,"We also object to the process, as the Committee arrived at its assumptions without any scientific proof and did not give us an opportunity to present the relevant facts, rebut their allegations or present our side of the story.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0209,We categorically deny each allegation in the Committee's report. They lack factual and legal merit.,0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0209,"In fact, the Solicitor General of India and the Ministry of Home Affairs, Govt of India, have said that the State Government lacks legislative competence and that the Bill contradicted existing laws.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0210,PepsiCo knows it has an important role to play in environmental stewardship and social issues.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0210,"We are taking action on pressing global concerns such as climate change, water stewardship, land rights, and the empowerment of women in our value chain.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0210,"While we’ve made progress, we also recognize this is a journey and that there’s always more to do.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0210,We also know that we cannot achieve success alone.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0210,"We will continue to listen to and engage with a wide array of stakeholders and organizations, including Oxfam, as we work to find solutions to these complex issues.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0211,"Pour le Groupe adidas, les aspects financiers de sponsoring n'ont aucune incidence sur la gestion et la certification des conditions de travail dans notre supply chain.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Elles ne dépendent pas de la localisation d’un fournisseur dans un pays où les salaires sont les plus bas, mais d'un ensemble de facteurs : la capacité de production disponible, la capacité d'un fournisseur à fabriquer un produit donné, les coûts de fonctionnement et les niveaux de productivité, les avantages commerciaux pour le pays d'origine, l'accès au marché, la logistique ainsi que l'accès aux matériaux.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"La Lean manufacturing, lorsqu'elle est correctement mise en œuvre, offre aux travailleurs la possibilité de gagner des salaires plus élevés (par des programmes de bonus et de primes) tout en réduisant leurs horaires de travail.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"L'automatisation de certains processus de production aide en effet à gérer l'augmentation des frais de production, mais l'introduction de la robotique et de technologies similaires dans des pays tels que la Chine n'est pas uniquement motivée par l'augmentation des coûts des matières et des salaires, mais aussi par le manque de main-d'œuvre.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"En fait, elle rapproche la production du marché local.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Il s'agit d'une approche novatrice, mais elle ne saurait remplacer directement les processus de production de gros volumes existants dans les principaux pays exportateurs en Asie.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Au Cambodge par exemple, 80 % des fournisseurs partenaires du Groupe adidas disposent de syndicats indépendants.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"En Indonésie, 90 % de nos fournisseurs intègrent un ou plusieurs syndicats au sein de leurs usines de confection et 80 % de ces usines disposent d'accords collectifs suite à des négociations avec les syndicats.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,Nous nous préoccupons du bien-être des travailleurs fabriquant nos produits et nous prenons des mesures afin d'augmenter progressivement les rémunérations et d'offrir des salaires justes.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Ces mesures sont prises en partenariat avec nos fournisseurs et la Fair Labor Association, un groupe de défense des droits du travail basé aux États-Unis.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Sur chaque site de production majeur, nous comparons les salaires aux salaires minimums requis par le gouvernement, aux normes du secteur et à diverses autres mesures du salaire vital, car nous veillons à offrir une rémunération juste à nos travailleurs.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Contrairement à ce qui a été affirmé dans le rapport, la falsification des horaires de travail ou de la comptabilité des salaires est une exception chez nos fournisseurs clés, qui représentent plus de 90 % de notre production mondiale.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,Nous avons travaillé en étroite collaboration avec nos fournisseurs clés afin de supprimer de telles pratiques.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Ils sont des partenaires stratégiques à long terme et à ce titre, ils sont régulièrement évalués en bonne conformité concernant le paiement approprié et en temps voulu des salaires et bénéfices, y compris la rémunération des heures supplémentaires, tout comme les droits aux congés et la couverture sociale.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0211,"Enfin, nous disposons d'une politique et d'une approche bien développées concernant l'approvisionnement responsable, y compris avec un niveau de commandes visant à équilibrer le processus de confection, les approbations d'échanges de journées et un respect strict des réglementations, qui contribuent à réduire l'incidence d'un nombre excessif d'heures de travail.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0212,Compliance with Nike’s Code of Conduct has always been a non- negotiable requirement for our contract factories.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,"We are now focused on working with fewer, better factory partners that share our philosophy that valued workers create a productive and sustainable business model.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,"Today, we work with 655 factories, down from 930 in FY11.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0212,86% of our factories currently have achieved a performance rating that demonstrates their commitment to valuing workers and improving environmental standards.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,We’re committed to reaching 100% by the end of FY20.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,"A decade ago, Nike was the first company in our industry to publicly disclose our contract factory base through our Nike Manufacturing Map.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,"In 2012, we launched our Sustainable Manufacturing and Sourcing Index (SMSI), an index for measuring contract factory performance that elevates labor and environment standards to an equal level with traditional measures of quality, cost and delivery.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,"We are developing and applying a Lean management system across our source base that focuses on new approaches to engagement, training, problem solving, communications, compensation and incentives for workers.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0212,"Partnerships with governments, NGOs, brands, unions, factory workers and manufacturers are integral to driving long-lasting, systemic change across the industry.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,"As a critical next step, we are advocating for a convergence of compliance standards across the entire industry.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0212,We stand ready to work with others and share what we have learned and implemented in our source base with the aim of creating a new standard.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0213,Le respect du Code de conduite Nike a toujours été une condition non négociable pour nos sous-traitants.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"Nous cherchons désormais à travailler avec un nombre plus réduit d'usines partenaires, de meilleure qualité, qui partagent notre philosophie selon laquelle des ouvriers valorisés sont la base d'un business model efficace et durable.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"Aujourd'hui, nous travaillons avec 655 usines, comparé à 930 en 2011.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,86% de nos usines ont actuellement atteint une cote de performance qui démontre leur engagement envers la valorisation des travailleurs et l'amélioration des normes environnementales.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,Nous nous engageons à atteindre les 100 % d'ici fin 2020.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"Il y a dix ans, Nike était la première entreprise du secteur à rendre publique sa base de sous-traitants via notre Nike Manufacturing Map.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"En 2012, nous lancions notre Sustainable Manufacturing and Sourcing Index (SMSI), un indice de mesure des performances des sous-traitants qui met les conditions de travail et les normes environnementales sur le même niveau que les mesures traditionnelles de qualité, de coûts et de livraison.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,Nous travaillons avec nos usines partenaires pour obtenir un meilleur engagement et pour valoriser leurs ouvriers.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"Depuis 2012, nous avons lancé dans quatre pays plusieurs programmes de recherche pilotes dont l'objectif est, entre autres, de tester l'état d'esprit des équipes dirigeantes et l'engagement des travailleurs, de créer de nouveaux systèmes de rémunérations et d'avantages pour les ouvriers, et de fournir des smartphones pour aider et répondre aux besoins des travailleurs.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"Cependant, nous savons qu'appliquer des normes ne suffit pas.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"Outre les normes du Code de conduite Nike, nous élaborons et imposons un système de lean management à toutes nos ressources.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"Les partenariats avec les gouvernements, les ONG, les marques, les syndicats, les ouvriers des usines et les industriels font partie de notre programme visant à imposer un changement durable et systémique dans tout le secteur.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,"En travaillant avec les partenaires pour harmoniser les normes, nous pouvons améliorer la situation dans davantage d'usines, et nous assurer que beaucoup plus de travailleurs soient protégés, valorisés et engagés.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0213,Nous sommes prêts à travailler avec les autres et à partager ce que nous avons appris et appliqué à notre base de ressources afin de créer de nouvelles normes.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0214,It is not possible at this time to confirm the causes of the accident.,0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0214,"Samarco opened a channel for the public aiming to clarify, in a transparent manner, all the details about the case.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,"Since the first day, we have been providing human and material resources to aid Samarco.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,"Under the agreement, Samarco, Vale and BHPB will create a foundation to develop and implement remediation and compensation programs in substantial amounts over many years.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,"Samarco’s management is working on a plan that would permit it to resume operations, but the feasibility, timing and scope of restarting remain uncertain.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,"If Samarco does not meet its funding obligations, each of Vale and BHPB is obligated to provide funding to the foundation in proportion to its 50% interest in Samarco.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,The Agreement provides for a long-term remedial and compensation framework to address the impacts of the Samarco accident.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,Samarco and its shareholders are hopeful that Samarco will be able to resume operations and to generate all or a substantial part of the funding required under the agreement.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,"The management of social and environmental aspects is guided by the Basic Environmental Plan, which is being implemented through 117 programs, plans and projects, encompassing social, indigenous, land-related and physical-biotic investments.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0214,"The programs defined for the Basic Environmental Plan – Indigenous Component (PBA-CI), overseen by the National Indian Foundation (FUNAI), establish thematic areas of activity that consider the indigenous people’s expectations identified in consultation meetings held before the issuing of the environmental licenses.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0214,"This methodology was negotiated and approved by the Unions through Collective Agreements signed in 2014; this indicator was below the set trigger, so there was no payment of Profit Sharing in 2016.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0215,"El sindicato LAB (Langile Abertzaleen Bartzordeak), de origen vasco, ostenta 4 de las 19 posiciones en nuestro consejo laboral y por ende está representado en todos los comités del mismo.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0215,En éste informamos sobre asuntos de empleos basados en la legislación local.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0215,"Asimismo, en estos órganos se comunica la información respecto de los criterios para determinar el empleo de nuevo personal, mientras que la decisión concreta de enganchar personal temporal y sobre empleo de personal en contratos fijos se toma por parte de la empresa.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0215,"Dichos criterios consisten por ejemplo, en la duración de contratos temporales, niveles de cualificación, experiencia profesional y evaluaciones de desempeño de las áreas.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0215,"La gerencia de planta, en coordinación con Recursos Humanos y los presupuestos de los departamentos operativos deciden sobre el número de nuevas contrataciones.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0215,"En el curso del aumento planeado a futuro de nuestra fuerza laboral, incluiremos conversaciones sobre un acuerdo de empleo con nuestro consejo laboral...",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0215,El pedido de LAB de contratar un 50 por ciento de mujeres y establecer una rifa para la contratación de cargos no está en línea con nuestra política de personal humano.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0215,"El diálogo entre el liderazgo del sindicato LAB en VW Navarra y la Secretaría General de LAB en Navarra, con el Departamento de personal ya ha iniciado y continuará teniendo lugar.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0218,"In June 2016 we announced that we would transfer 68% of our shareholding in Bougainville Copper Limited (BCL) to the Autonomous Bougainville Government (ABG) for no consideration, and that the State of Papua New Guinea (PNG) is entitled to the remaining 32%.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,"If the ABG chooses to take up its share, the end result will be that the ABG and PNG will hold equal shares in BCL.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,"By distributing our shares in this way, we aimed to provide landowners, those closest to the mine, and all the people of Bougainville a greater say in the future of Panguna.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,The ultimate distribution of our shares also provides a platform for the ABG and PNG Government to work together on future options for the resource.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,We believe that the resource will have a stronger future under the ownership of stakeholders best placed to ensure the stable and safe operating environment required to take the asset forward.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,"This includes political, financial and legal capability as well as the consent and active involvement of landowners and local communities.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,This gift of our shares to the ABG and PNG was the conclusion of a strategic review that looked at a broad range of options and through which we worked hard to consider all relevant interests.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,"When BCL evacuated the site in 1989, we believe that BCL was fully compliant with all regulatory requirements and applicable standards at the time.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0218,"Neither BCL, nor Rio Tinto as a shareholder, has been assured safe access to the mine site since 1989.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0219,"For more than 80 years, The Coca-Cola Company has supported the Olympic values of equality, inspiration and fair competition.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0219,"As the longest continuous corporate partner of the Olympic Games, we’ve seen firsthand the positive influence and impact the Olympic Games have had on athletes, host countries and billions of fans.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0219,"Our sponsorship has made it possible for thousands of athletes from countries around the globe to participate in the Olympic Games, the world’s one truly unifying event.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0219,We would direct you to the International Olympic Committee for further comment.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,We believe...in supporting [long-term business partners] to handle challenges common to the industry.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,Transparency is a fundamental requirement in all our business relationships.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,"Our team frequently visit the factories, also on an unnanounced basis, and regularly conduct interviews with the workers.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,"We agree that improvement in workers’ ability to negotiate and collective bargaining is key to drive sustainable improvements in the industry, which is why we have initiated several programs to support functional worker representation in our suppliers’ factories (democratically elected workers participating committees or trade unions) in China in order to strengthen workers right to collective bargaining and wage negotiations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,H&M is since 2013 running a Social Dialogue project in China supporting our Fair Living Wage Strategy.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,The goal is that all our strategic suppliers should have democratically elected workers representatives in place...,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,H&M has been addressing these issues for years and has put great effort in the sourcing countries to improve working conditions and strengthen workers' rights.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,"[W]e are well aware of the challenges raised in the report, including issues with transparency.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,"In China, we have a team of around 40 people dedicated to driving our sustainability programs...",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0220,"There are still challenges, but we can see that the work we do makes a difference.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0221,Inditex would like to note that it was not contacted by SACOM in the compilation of the report.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0221,"In response, Inditex would like to...clarify some inaccuracies in the SACOM report; and to provide specific comments relating to Inditex’s approach to each of the report’s three conclusions...",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0221,Facilitate the factories in changing the unfair infrastructure of wages by paying a living wage...Inditex has implemented a global strategy for living wages...with the partnership of IndustriALL Global Union...Promoting collective bargaining...Responsible purchasing practices...Improved working methods and systems...Collaboration with other stakeholders...Support campaigns...,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0221,"Provide workers with sufficient working health and safety training and empower them with information...Inditex thus conducts ongoing commitment to training suppliers, placing the resources they need at their disposal...",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0221,"Give back workers’ right to organise, [form] a genuine represented worker union...Inditex considers that worker participation in the supply chain as a core principle, and this is reflected in the Global Framework Agreement signed with IndustriALL Global Union in 2007...",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0221,With regards to China...Inditex is working with IndustriALL on a project in Guangdong to better understand working conditions in the region and establish action plans to improved worker welfare.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0221,Nanhai Nan Bao Shoes Factory is specifically involved in this programme...,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0222,"As highlighted in the report, our products are distributed by a company called UNT, with whom we have worked for a number of years.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0222,"Throughout the world, Nestle conducts business in compliance with relevant laws and international standards and we invest and work for the long term to positively impact individuals, communities and the planet.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0222,This includes the way we manage our relationships with distributors and other business partners and how we expect them to behave.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
